Up to date
A,D,B0,B1,B2,Root,Y
299582515346433312471/100000000000000000000,1829584269477069319686880709343/12500000000000000000,11024475165434393981274178976843/50000000000000000000,3909199926223738677160706128043/20000000000000000000,1441063381250236573073923657113/5000000000000000000,1407635557721537961552572465373/2000000000000000000,76832816443807/100000000000000000000
2211631590208146781/1250000000000000000,36196461706572314123256226246539/100000000000000000000,4987688161946669287231120037701/20000000000000000000,1127581654197681438204936809383/12500000000000000000,15466150933737570426563457060181/100000000000000000000,49153424005919135686816862784597/100000000000000000000,694420323/97656250000000000
233667781346787818943/100000000000000000000,2791436848806789868573676758097/20000000000000000000,25248963111988639198611449730963/100000000000000000000,514514622581260289468451271409/3125000000000000000,228656837168348569056537896491/20000000000000000000,40252180521276400919635976840323/100000000000000000000,2974582167827/100000000000000000000
19342023682490083739/12500000000000000000,28315587026082378112459474208629/100000000000000000000,18061621536440692769079117110141/100000000000000000000,4092133869797004619934427340913/50000000000000000000,3690348619277587775678344950767/50000000000000000000,16706765277670706941627544751027/50000000000000000000,1572352141791/50000000000000000000
283421320885026723409/100000000000000000000,1890043588110607127196607948717/12500000000000000000,1966703556439131135013190593443/25000000000000000000,4885737174281506996872282593551/100000000000000000000,289554721984284333876283242407/2500000000000000000,24274453824584400435114842452891/100000000000000000000,501022070211/12500000000000000000
35684239216647797373/50000000000000000000,34286066178225460847003033077071/100000000000000000000,20111603170351197359565037972531/100000000000000000000,7808547868024294974288757836839/100000000000000000000,14092209245749511089391022091/12500000000000000000,17875684228294057100724845192511/100000000000000000000,466824499717/100000000000000000000
113158562614361263869/100000000000000000000,15843950115141655229790400135179/50000000000000000000,201431517647137423413386999659/50000000000000000000,2027468298306987223418493170809/50000000000000000000,5645948574640205030796325717709/20000000000000000000,4861394543502707956521180576089/20000000000000000000,456090933441/50000000000000000000
150551291698176803071/50000000000000000000,28972427070932593608707969203429/100000000000000000000,379770313183729080373684967793/25000000000000000000,1101185450373343943927356156119/100000000000000000000,8165916731171132980325080065321/100000000000000000000,131358904692062546884361998259/1250000000000000000,529490200261/50000000000000000000
19412332315073314177/100000000000000000000,7206380219276005032871333910721/25000000000000000000,791013714627119426414073059737/100000000000000000000,28350695725938012534887570402443/100000000000000000000,2001006086154926154971672187739/12500000000000000000,3158530510763275423049565440207/10000000000000000000,51503028879/3125000000000000000
26288824065008249021/25000000000000000000,4691780388103619585474449116201/25000000000000000000,140144520755970328068342065041/800000000000000000,430275696371168172720856250901/12500000000000000000,4417852700263787106497729740011/100000000000000000000,4896287180689262024426976693119/20000000000000000000,257923891543/12500000000000000000
233366358761279713577/100000000000000000000,26459948150820111595528143742819/100000000000000000000,5157665997007131437220853970997/50000000000000000000,59892272963729915891496332279/20000000000000000000,6458284277598620140281866800701/50000000000000000000,20999702641837052914226567617981/100000000000000000000,1388176585483/100000000000000000000
210126548150363310913/50000000000000000000,32825915054124132977479199522131/100000000000000000000,2322050545771638068676874817981/25000000000000000000,33692573913391400208332621778697/100000000000000000000,14799927038230558907916907011511/100000000000000000000,57516336106880075211682733306787/100000000000000000000,10997520927793/20000000000000000000
14869707229408604293/4000000000000000000,5272195551143534036544345200587/50000000000000000000,1690495354182965804701055574747/12500000000000000000,22250201246316537529910228914999/100000000000000000000,20381706097186468017029393479683/100000000000000000000,3507391502520396871306918223149/6250000000000000000,80654733127417/100000000000000000000
13751345068557210971/6250000000000000000,37433716591443728707082796458931/100000000000000000000,32731559904181319998510135293289/100000000000000000000,91662796322102865816856703689/20000000000000000000,2239645423011332944304133484909/50000000000000000000,30329071668031233564412599712611/100000000000000000000,2421978624787/100000000000000000000
3315459013649040319/1562500000000000000,20877617928642364009864994615967/100000000000000000000,28851062740937037731118602503013/100000000000000000000,416210916203824545234769649539/25000000000000000000,6413527017833885795601944029481/50000000000000000000,41073567583776521461715424412299/100000000000000000000,519613528071/12500000000000000000
92589977864781353923/100000000000000000000,1666052331059913701395264630183/50000000000000000000,8766313692984975332969117806479/100000000000000000000,5847412827652839853593525948511/100000000000000000000,1120015836258139519340746922931/12500000000000000000,5881679142491648523787122023037/25000000000000000000,539925774301/12500000000000000000
311777080986818766163/100000000000000000000,44149888811470044697233011800693/100000000000000000000,450170694531797903506368279091/20000000000000000000,13179160726143211534092536276827/100000000000000000000,1908418853799777691031362128321/50000000000000000000,4742267332665134582723299404097/25000000000000000000,308621971829/20000000000000000000
715401490519480435201/100000000000000000000,8646288609350036402012101258111/50000000000000000000,755639850238188716396703032501/50000000000000000000,1817954171475410411417446456041/100000000000000000000,2837746398496276485548155840107/100000000000000000000,-36185341373098322345264771712597/100000000000000000000,-436873932123/50000000000000000000
23693409928826396063/6250000000000000000,1410741410765517416227203238161/10000000000000000000,24048787191341308481052802823027/100000000000000000000,4265448263482401911773482325961/20000000000000000000,2212301761505863917311235367879/20000000000000000000,56345172364674796403281157030259/100000000000000000000,8953006973419/100000000000000000000
2723533598731450389/10000000000000000000,47975038467688528126030926517129/100000000000000000000,14308754430535279450315945517239/100000000000000000000,433701309287207631273499265639/12500000000000000000,1581112447998323241363740441709/12500000000000000000,900495050309348181305782524097/3125000000000000000,594244053413/50000000000000000000
41779641396854045949/12500000000000000000,8025239920756784894067940171461/25000000000000000000,17429155893673226981403156412891/100000000000000000000,192156086367186014078924265051/20000000000000000000,7952158015062877588583888467507/100000000000000000000,1267510353926371644442054125663/5000000000000000000,394505880789/10000000000000000000
7777153940166633219/12500000000000000000,28789657259019864215892444637967/100000000000000000000,2048421754727530195371779191787/25000000000000000000,4471789288159892975734807984253/25000000000000000000,3883774902856031455738366014889/50000000000000000000,16710779770356131552584135399587/50000000000000000000,884638736263/50000000000000000000
159119013910003810403/100000000000000000000,432884673587175828235568208647/20000000000000000000,2288631543625081370867456943679/20000000000000000000,2897809745021902497930522697493/12500000000000000000,302080930487718030247652362139/4000000000000000000,2091675073135625054662546893979/5000000000000000000,1564715657697/20000000000000000000
16474275267870607381/50000000000000000000,39993201120240334087027042747699/100000000000000000000,2049021998130426765949872148133/20000000000000000000,719290322227538847389309816963/5000000000000000000,1906477845189008166920663020363/25000000000000000000,31977982527588356412731170524167/100000000000000000000,1532827734363/50000000000000000000
16677236400989146139/100000000000000000000,42666281308568559246647033731417/100000000000000000000,5500820591355803500934979158697/100000000000000000000,3000789907778531285125151277841/100000000000000000000,12115982839620253028834029430479/50000000000000000000,13665129452341946319002280671277/50000000000000000000,168337347127/12500000000000000000
75096588864726537709/20000000000000000000,26113557025712041674796840746067/50000000000000000000,8232295476266109017704327509779/50000000000000000000,11856820961368422604756558870809/50000000000000000000,3501171401987396744629574063997/25000000000000000000,5414282725983562185531077373151/10000000000000000000,57599256836287/100000000000000000000
10361564913251836827/2500000000000000000,27187327255665599609219959547191/50000000000000000000,1716016091805387470975045541/390625000000000000,12969128391172394435646142217429/100000000000000000000,2986798472211505488090243487411/50000000000000000000,3685149597866920310773576802951/20000000000000000000,23337602911/25000000000000000000
186332772925592563313/100000000000000000000,54144413537087905353465938422497/100000000000000000000,3309480318805529853980803698659/12500000000000000000,14933346129562506436945968320627/100000000000000000000,21284729972693260539224386370281/100000000000000000000,62595128651174390720742625803109/100000000000000000000,311887805651/2000000000000000000
30844019025979839143/100000000000000000000,1314085336669953564210921554291/3125000000000000000,1642946294461372480284168296489/25000000000000000000,1539483195703547927135859305799/50000000000000000000,25048650206485471605427226336123/100000000000000000000,957582153763444448244967037059/3125000000000000000,213956221749/12500000000000000000
66440045721591210391/100000000000000000000,6329130511449576983652990684927/100000000000000000000,5128522047347113634208616066209/100000000000000000000,1986172655104059515598108600423/100000000000000000000,3296281588926571910872278159317/50000000000000000000,13450696602574486850682204256017/100000000000000000000,317986624141/100000000000000000000
51740620866893985969/12500000000000000000,2648267794100552503692301433171/50000000000000000000,11273394942117861064976662533/10000000000000000000,2764366771373522972538298575749/100000000000000000000,1408543666721310664872257191161/10000000000000000000,14102528775330135332198966105037/100000000000000000000,39011034061/12500000000000000000
52171836644083383643/12500000000000000000,11827555520306409379778314229243/50000000000000000000,1277855571572745761876455135587/100000000000000000000,3046799704982294572816988266769/25000000000000000000,3687415762193499502831054581803/50000000000000000000,20515059048906905675162314293619/100000000000000000000,421266109629/6250000000000000000
253063312867806912117/100000000000000000000,16631292448042118110413653216431/100000000000000000000,2546826153640227320765632128461/25000000000000000000,20535886331260594952865504581613/100000000000000000000,405507809585171790404762181707/10000000000000000000,275104329750209137336621201413/800000000000000000,9895757180223/100000000000000000000
300944470590268813033/100000000000000000000,13076023969166255652126483972479/100000000000000000000,129746541650550581725756956637/100000000000000000000,22549948675287361636980640674679/100000000000000000000,1714810094813648061309622496759/12500000000000000000,3608413918417859236990619801171/12500000000000000000,234016363317/12500000000000000000
29294859320434756597/50000000000000000000,64756568125840860587035161856617/100000000000000000000,1812887346402281452218149294191/50000000000000000000,4172530704714466739097105227287/20000000000000000000,2483793842352808238660917696173/50000000000000000000,1724366758608902773415684411461/6250000000000000000,2331845338237/100000000000000000000
62097359049428754209/20000000000000000000,17363049599741275241527265598191/50000000000000000000,828922033446335124445512271103/50000000000000000000,4620115693759258464411221646861/100000000000000000000,7696669116138661377553924340713/100000000000000000000,13863188240786769991870739203439/100000000000000000000,1304809038599/100000000000000000000
265819015381732629/390625000000000000,34647540461665224065911151577647/100000000000000000000,9007463998386947527424569058847/50000000000000000000,1710794618289517569839096357857/6250000000000000000,255934349049244085825543098559/12500000000000000000,8593630961008762903585259359821/20000000000000000000,3350545652051/100000000000000000000
26457051507356089949/5000000000000000000,10663557361010579340060653788443/50000000000000000000,903467316680558339555069859029/10000000000000000000,875906639392589295466143428873/25000000000000000000,376245008260199121325245904163/12500000000000000000,3874927889060140397899829866901/25000000000000000000,315866532097/100000000000000000000
141545040204373463457/50000000000000000000,15513836029964273879853010188229/100000000000000000000,5013242563523735612538787862183/50000000000000000000,9330727269857582644634580645251/50000000000000000000,1996497477887163392903346608447/6250000000000000000,30173136598581995717846014664633/50000000000000000000,49770219032071/100000000000000000000
111493352554184742373/50000000000000000000,21721848573238730657122528264023/100000000000000000000,1198751008137087713090835754549/12500000000000000000,6251425280679692210989857820081/50000000000000000000,733115343616170082541808521347/4000000000000000000,4034895606458841862193239859803/10000000000000000000,2448881457/156250000000000000
104743731008597969701/50000000000000000000,537701539199911176976710222111/20000000000000000000,224203727888017990628244814937/1562500000000000000,1643875985119618892443932183673/12500000000000000000,3097040578766496331034465435723/50000000000000000000,33575774754802556927794022552543/100000000000000000000,2071967774103/10000000000000000000
24117957131906583247/25000000000000000000,484981880812211060318851366711/6250000000000000000,15788013935268071960543528849869/100000000000000000000,17503516636734912457676735489599/100000000000000000000,5622145180469588464928910588363/100000000000000000000,19199128371315518701032882883067/50000000000000000000,3905770111443/100000000000000000000
52519904479210469999/100000000000000000000,29530235089048283609702360617091/100000000000000000000,1995196441916670247729020006571/50000000000000000000,12989497086405561413193218463741/100000000000000000000,351344008509631968575835156427/50000000000000000000,1882229606264797047317865607297/12500000000000000000,99579584793/50000000000000000000
911523019851293381/50000000000000000000,30330319269708176331370238240419/100000000000000000000,9653802613449344942458889005051/100000000000000000000,16872739329890002835910184042671/100000000000000000000,9252664150532086666430298773583/50000000000000000000,21786372123605362934331220433051/50000000000000000000,285420955893/25000000000000000000
35655591372847543469/50000000000000000000,18818287651807094659662615228089/100000000000000000000,1358379890885930537894896635749/12500000000000000000,209133964260252971197602425883/10000000000000000000,2734839647254534544363821857627/10000000000000000000,36634782074509405969466467979041/100000000000000000000,497095619111/50000000000000000000
50994676322105097149/12500000000000000000,2540978664014019386598564819767/100000000000000000000,17434393740376062875424762501969/100000000000000000000,2897283855057743939840796988899/20000000000000000000,740616941185400752522516299573/2500000000000000000,61462174719252388671518479484017/100000000000000000000,32891096602761/25000000000000000000
7577421214661248761/25000000000000000000,5928726999535806202978010133521/50000000000000000000,1188860536439941296865179055791/100000000000000000000,6940937441474535541318831179781/100000000000000000000,1821055328338618745331881558391/10000000000000000000,5496925846710161702737235124143/25000000000000000000,900059074271/100000000000000000000
89680718073061966697/100000000000000000000,18534322437739555945455527570967/50000000000000000000,6029382292994839612953584569203/50000000000000000000,641281469957890051476702733679/3125000000000000000,24726606273859305506106943875613/100000000000000000000,14254721690571354521883184835517/25000000000000000000,7040210982829/50000000000000000000
1563947425880058279/800000000000000000,15254834850574404374084666872299/100000000000000000000,8060282044572678136947676922459/50000000000000000000,12128950400599014842620178887113/100000000000000000000,276408138112123766698522532307/2000000000000000000,42054458207299915790986184480871/100000000000000000000,31105025223677/100000000000000000000
135979812481564664989/100000000000000000000,11185210597518671771058874976609/100000000000000000000,6839071341115353609897820224559/50000000000000000000,14687434109915657838545404921327/100000000000000000000,9158960965999878611406721470911/100000000000000000000,37464847222152793101183939182759/100000000000000000000,892638180433/100000000000000000000
25608236012220644997/10000000000000000000,32682690626747839724276301183933/100000000000000000000,4037302300296712889499380363/1250000000000000000,9569964136412378735284118237009/50000000000000000000,3972132570304472165816864377243/50000000000000000000,48170245639129276584833229727/200000000000000000,12235013121/25000000000000000000
325353238341905395539/100000000000000000000,724395243621666885687129260849/50000000000000000000,14441282682628229184233836304187/100000000000000000000,1424058851962956518414171743107/12500000000000000000,1319506054525703952319603557643/5000000000000000000,2084056455160311936886117229951/4000000000000000000,6636497905511/100000000000000000000
127204922326306731829/50000000000000000000,4066943468139831563501656016793/50000000000000000000,7622073909055155971265941741907/100000000000000000000,555267869732399898375488074669/10000000000000000000,4219077255940502367177898504777/50000000000000000000,21598769771542706336560721534191/100000000000000000000,3591466064267/100000000000000000000
63384645278654059769/25000000000000000000,3325040064584729004723212087853/20000000000000000000,105095709749878070704838125579/10000000000000000000,12125045857042463671147809853/10000000000000000000,11112230857793207089383276909841/100000000000000000000,9417109389413904124954641915593/100000000000000000000,68063220317/100000000000000000000
4427653434468142553/100000000000000000000,16113076961443861045192601785873/100000000000000000000,10900152147382502612646652907059/100000000000000000000,26082018114586461693734162591/195312500000000000,1844554966112245549722933522653/20000000000000000000,33202987690642380004698248397179/100000000000000000000,1221658170423/100000000000000000000
234133716477912000333/100000000000000000000,11367419144163040875097374106893/50000000000000000000,1425252708385654443474431479781/12500000000000000000,55430467150202441381904545721/781250000000000000,95290225685647041142264546833/500000000000000000,18701549378741982312986117046673/50000000000000000000,693686289723/100000000000000000000
4837662844583605199/781250000000000000,47060535106370977419156950748887/100000000000000000000,1186229614477106615979586489171/10000000000000000000,469468020917896962576255261603/25000000000000000000,20578299309386692418685198282973/100000000000000000000,4235512095853717494149678517677/12500000000000000000,2569354768809/50000000000000000000
39610558779940474149/50000000000000000000,8485713629213020636598130183771/50000000000000000000,256872084440199048056935798519/12500000000000000000,12629506825090344831907735883557/100000000000000000000,1409322143610065136608551924071/20000000000000000000,4180258448770574892052573195219/20000000000000000000,75839390081/10000000000000000000
69674409967621621559/25000000000000000000,56587924361257257254396814895303/100000000000000000000,1917479869130466279787138128571/10000000000000000000,34220736579118615764311138416523/100000000000000000000,5034931821014168828912996113167/50000000000000000000,31560859030621506674584673853119/50000000000000000000,7756614816593/20000000000000000000
6008305550718353379/2500000000000000000,639681899143939695155238933537/2500000000000000000,3122104723723154559614357757759/100000000000000000000,113544930674364651880394629667/2500000000000000000,2052932469720227291041106531343/10000000000000000000,6874057264901578642706840723569/25000000000000000000,4334326259609/100000000000000000000
44786000313180494617/25000000000000000000,4771912379682865897063847965579/50000000000000000000,4491611768531239182678140055663/25000000000000000000,6932280280641098377809442789387/25000000000000000000,2876592230820313305335552885647/100000000000000000000,4694720016465862949636711429429/10000000000000000000,43394128849/1250000000000000000
49812795246504865737/50000000000000000000,28320270039238286364171949251809/100000000000000000000,30358429636401059582143853731667/100000000000000000000,830424531879876226336586667581/6250000000000000000,300028757752486975560213393467/20000000000000000000,20259267240889545421392685467771/50000000000000000000,330919664829/10000000000000000000
101354567194964249583/100000000000000000000,57394035772670906356827811793777/100000000000000000000,13913752470804037074809268826031/100000000000000000000,6581605884221538834623792547501/100000000000000000000,240682774262633591533362432523/5000000000000000000,25020108424062893680492967447831/100000000000000000000,624899430439/20000000000000000000
238287854893667927539/50000000000000000000,96918654772551230689449374827/390625000000000000,2487169005037363371929206743283/100000000000000000000,14339502098943846939797542459349/100000000000000000000,15578466405360426487628853176311/100000000000000000000,32104298125413129258610520792169/100000000000000000000,1648866335281/12500000000000000000
162799568612356871191/100000000000000000000,6841571243573078144575045240631/25000000000000000000,8818144980696872784696227432063/100000000000000000000,402750657030437396535391106577/2500000000000000000,734048712919731650882871960029/100000000000000000000,1479123222308361647143284461617/6250000000000000000,484865956143/20000000000000000000
223377590548264437727/50000000000000000000,1196172624433143232720528269917/50000000000000000000,8804757428068033732112128110907/100000000000000000000,50307656285218076398871576123/200000000000000000,1021097401333655385009548017417/20000000000000000000,38771864133464134397399638322241/100000000000000000000,1705211265009/100000000000000000000
180525446975417137827/50000000000000000000,768679054279461969586325664901/5000000000000000000,2448220494255912256541485722761/100000000000000000000,5921828879119966379013927872721/50000000000000000000,7629671608232519172239115104307/50000000000000000000,3653080567093564114198210089311/12500000000000000000,5806543304613/50000000000000000000
80826456497394491739/50000000000000000000,12289049347289478480264984612927/100000000000000000000,7101434749929753505360186905959/100000000000000000000,2551957765917743330100973977533/100000000000000000000,1387885218844130445454920930627/50000000000000000000,12322545966924228482874604030889/100000000000000000000,724363022071/100000000000000000000
26737845454137666341/20000000000000000000,1330349726591489766704534187957/50000000000000000000,3874738428812621647391333681543/25000000000000000000,7243741565548669984804068043133/25000000000000000000,806960758602803806964682074663/25000000000000000000,9169000152279687881441626464331/20000000000000000000,3423713287817/50000000000000000000
96564369108075259403/50000000000000000000,43351084699215281164879400923229/100000000000000000000,10623288162365125457317402946391/100000000000000000000,8182386432280657503318394185939/100000000000000000000,268648708149043083280554409219/50000000000000000000,18068547360800403339457031722427/100000000000000000000,882581152957/100000000000000000000
18043037133190293321/12500000000000000000,4625853097983513656868299414397/25000000000000000000,21969866770745794420848901043321/100000000000000000000,32991369333221256779670312417/2000000000000000000,1387001571016131140634793227783/50000000000000000000,23914997640451316353104714088651/100000000000000000000,588927705601/100000000000000000000
368117296809146063/10000000000000000000,18277155396391107791602946357869/50000000000000000000,12161649126002043789822279615209/100000000000000000000,5182865315666002085680528035967/50000000000000000000,403213732922799543375571179907/6250000000000000000,5648539591790197682334237844881/20000000000000000000,24147721119/12500000000000000000
24391390426429318499/12500000000000000000,1702202263496402843529852638233/6250000000000000000,3486150908771567273043165623959/100000000000000000000,6757654111060861300028768263/3125000000000000000,1782873605085496903611048186483/25000000000000000000,9809373111979874308405636366837/100000000000000000000,51994086369/25000000000000000000
1555531663457752927/500000000000000000,16793678185706350118944916643053/100000000000000000000,755161872114108725957781979031/12500000000000000000,12295094600716722371147301624719/100000000000000000000,2265449271656060456281276716577/20000000000000000000,14806584058019435189782428009833/50000000000000000000,547852055917/5000000000000000000
535751001867016339577/100000000000000000000,13798710838721617773750373942543/50000000000000000000,318275343025020750675363777473/3125000000000000000,4559620268533813659379497287071/50000000000000000000,5548993529970116093620480181197/100000000000000000000,24835724369017500807977616057791/100000000000000000000,13771440864943/100000000000000000000
239847667971668277529/50000000000000000000,7023809528991698207209736029251/100000000000000000000,52026115037611143670723387941/250000000000000000,3924664588039899710060847686697/100000000000000000000,12952769806000239028870413236453/100000000000000000000,37445547188660830104190882710991/100000000000000000000,30788091416139/100000000000000000000
364937374726858285131/100000000000000000000,624041795785300654645213533179/5000000000000000000,1532138199042765862440958727481/10000000000000000000,2945320202067949510473701410457/25000000000000000000,31050516055962528208170371066283/100000000000000000000,7247945950424549687600703099049/12500000000000000000,84962370362009/100000000000000000000
361510202463097494219/100000000000000000000,7916144200552153346064890297329/25000000000000000000,19787527241916442114093589323353/100000000000000000000,15338299769782661292698154604343/100000000000000000000,2905589316095661578841074366489/20000000000000000000,24819910843643066438023762522797/50000000000000000000,1326817534013/4000000000000000000
2463270664698935713/20000000000000000000,9475607785556596833152202546909/25000000000000000000,151032531645738641243291326267/2500000000000000000,11624869775353660230086939731041/50000000000000000000,1619258839471868481543656217461/25000000000000000000,32238540710621620248178627273751/100000000000000000000,235253345063/12500000000000000000
84886616805466716573/100000000000000000000,5012028229009904207688056619869/25000000000000000000,105575439311270814262129381487/6250000000000000000,249844914434194080119398301051/2500000000000000000,3792253748628634415239643753879/100000000000000000000,930340363266709039839106411581/6250000000000000000,298853841317/25000000000000000000
14595465798301322969/20000000000000000000,5101844058861953675772403963451/12500000000000000000,3236416493017582389090623297727/25000000000000000000,10687513636914126227103368229859/100000000000000000000,907528177050376488459911152473/100000000000000000000,552363561828504847329351817929/2500000000000000000,10917015539/4000000000000000000
186054648995481461299/50000000000000000000,30156787087210195932409002922873/100000000000000000000,14194349954580484297906210941609/100000000000000000000,21596673280658972587445640210187/100000000000000000000,8022111006196686388462724417769/50000000000000000000,25905422799980999020311570536677/50000000000000000000,24587489842111/50000000000000000000
66170775865438260321/25000000000000000000,10152268289834558574665028921919/50000000000000000000,10742885840810445444172506984343/100000000000000000000,448603006145250865630549348269/6250000000000000000,7573116946382860856163037612837/50000000000000000000,33002175070387419431719562208919/100000000000000000000,24180213914817/100000000000000000000
274328070267103217307/100000000000000000000,32762472875394578133286254890183/100000000000000000000,757736885492584417542966283321/6250000000000000000,1275590491851479318725317334247/50000000000000000000,21347569901898864566761817647669/100000000000000000000,35320734272585902571875073350291/100000000000000000000,865691662473/100000000000000000000
259014370746464007899/100000000000000000000,1441171419738339026524675724441/12500000000000000000,1020254043928121833138666985211/100000000000000000000,12968805756790812449448007716813/100000000000000000000,2084282251696604865010165267143/100000000000000000000,15252201348993618566202332612249/100000000000000000000,1090206476813/100000000000000000000
26619276616691106539/6250000000000000000,10574198589950325881736424023967/50000000000000000000,14928633089050986921608528214327/50000000000000000000,332561815793012773426677084037/10000000000000000000,5193026799693871755258005074799/100000000000000000000,18735220690338250841454765789519/50000000000000000000,936785096107/100000000000000000000
60349971562567402181/20000000000000000000,44062997226575023767887089966013/100000000000000000000,24351755137635544935022515419219/100000000000000000000,7388903170869734404329648421231/50000000000000000000,367282310777088183501618331911/6250000000000000000,2234836393358422342589986671443/5000000000000000000,1707314805021/20000000000000000000
161273599241052969/12500000000000000000,6092561661726074044264398143819/25000000000000000000,559258738350558042165892902329/6250000000000000000,2158068565309931972437751205483/50000000000000000000,846826802761251303786364117111/3125000000000000000,31432184844571152687352307049239/100000000000000000000,68949997447/12500000000000000000
83718758498094937979/100000000000000000000,33906431303272687120522467817/4000000000000000000,4455943593776370167747516516277/20000000000000000000,2540786196356361455676870796571/25000000000000000000,246881939532995532455479466831/100000000000000000000,2401047299110719656194230717787/10000000000000000000,331727041007/50000000000000000000
35165812958535418901/100000000000000000000,87108728434374571856765091877/312500000000000000,106602757544841788513141047407/10000000000000000000,3356478866092459473541857618299/25000000000000000000,40715464028134364181679142059/400000000000000000,4270632557983336838708968093563/20000000000000000000,640712226089/100000000000000000000
133549476076462472223/50000000000000000000,16590354785781903318917907798483/100000000000000000000,50454730778495619657513294237/312500000000000000,878049644793056041744567179067/25000000000000000000,1199080921263943116601042238527/100000000000000000000,797575275983569289266056880761/4000000000000000000,159846856291/6250000000000000000
14203365954357434579/12500000000000000000,5370256043819313292859798536523/25000000000000000000,324037936177571373829155132321/25000000000000000000,14762074548919775198575497966383/50000000000000000000,12827329416544609041690250855331/100000000000000000000,39147508252799585841052439485933/100000000000000000000,499002037459/20000000000000000000
90071525161075469947/20000000000000000000,18521357982911787734448490887853/100000000000000000000,1098484162471120064233627763929/50000000000000000000,3064822189373464143220106616307/25000000000000000000,333147144266172451052055606969/50000000000000000000,14492911412740352312947205871767/100000000000000000000,704718903603/100000000000000000000
127081301179654636641/50000000000000000000,70959533926253656866118484969/800000000000000000,12754556789977480947885855384969/50000000000000000000,2981608079969721242421970939129/100000000000000000000,11905366183751311203701461800739/100000000000000000000,39518289362197678004015907170539/100000000000000000000,1566918045071/25000000000000000000
57767102345139518257/100000000000000000000,12488982464431322637900236720357/20000000000000000000,6258956282779262205869061057579/100000000000000000000,5071625822064393787888359634299/100000000000000000000,3598935519820550474857208360483/25000000000000000000,25236553447007222157865304838159/100000000000000000000,1936336860999/100000000000000000000
114296584875648329397/20000000000000000000,5435159295773030600476921741127/25000000000000000000,1146885887255698333405168081177/20000000000000000000,1062475409189331479566581226079/10000000000000000000,25675805715514562865870311979333/100000000000000000000,41836077740609170103429946669417/100000000000000000000,2201067197993/5000000000000000000
21620631341884157943/10000000000000000000,8647440141351306429106357391527/25000000000000000000,1153656318860317630496297168809/25000000000000000000,2491702357202114006529172318433/100000000000000000000,7348508913153646098168982912137/100000000000000000000,14380089465314834031352367639071/100000000000000000000,2956428707201/100000000000000000000
29030903986696760977/20000000000000000000,1081062105014812939138174737433/12500000000000000000,2289483345505099727825533811103/50000000000000000000,4020915536561576382703144732459/50000000000000000000,1739531020033630576662353455347/20000000000000000000,10629135209059043548075843671133/50000000000000000000,1316889484833/100000000000000000000
3105540268338262783/2500000000000000000,9904881501992413684823975429987/50000000000000000000,16247906015725483403931491024749/100000000000000000000,606307849504941105855689798983/25000000000000000000,7389073750405102683953664738563/50000000000000000000,32341013900208542547790078790427/100000000000000000000,2270998823079/100000000000000000000
3306720108037613201/6250000000000000000,41824773902109678532978680324063/100000000000000000000,5178498908004837541040620331593/100000000000000000000,342085584887873851306178699959/3125000000000000000,13192541042914143453269739758781/100000000000000000000,28917761434914342731864941996339/100000000000000000000,1529015264629/100000000000000000000
288149760977574656511/100000000000000000000,7665555957029475854488611079/1562500000000000000,18187317878668238205097718681/1250000000000000000,5626303996969883034567926257431/100000000000000000000,15028320409249984909023706963419/100000000000000000000,21551797742562955107028189008247/100000000000000000000,3803535596371/100000000000000000000
135742962110591333929/100000000000000000000,51917060214685540383689821143819/100000000000000000000,181734137654723182910107201471/4000000000000000000,4091312419081061816088086279987/100000000000000000000,2750338926854416567538090208463/25000000000000000000,972924724025490950551502603677/5000000000000000000,3256018283911/100000000000000000000
359229844816356809569/100000000000000000000,18472021992661839419164449407961/50000000000000000000,1643442782791639514790242243243/12500000000000000000,21000012782863453459935550217997/100000000000000000000,10377452999084552692974540278053/50000000000000000000,27432171540048237555965660285507/50000000000000000000,45625687065191/50000000000000000000
86427235632786278513/50000000000000000000,21650894937888791003291075969121/50000000000000000000,362994238107605397110830114213/4000000000000000000,15557490504656430487468592982459/100000000000000000000,15715745424544973352280912119259/50000000000000000000,55551100794279374633964854127169/100000000000000000000,39439076871469/100000000000000000000
406979936645439772073/100000000000000000000,64433946814679422537007988306511/100000000000000000000,390756514593932517122883382663/100000000000000000000,3118516185070274055379750320721/50000000000000000000,12009084728720292052213561935283/50000000000000000000,3446257702069203137965709075829/12500000000000000000,2253601501747/100000000000000000000
190757555664960541437/100000000000000000000,2678682934942201559673172728173/100000000000000000000,4928182251076691517318835130257/25000000000000000000,5055134167533455168081349328273/100000000000000000000,1563498521031657512143202517991/6250000000000000000,49064719399543860343680370270467/100000000000000000000,1041884702297/100000000000000000000
156987299803127166489/50000000000000000000,273403510585434671155063421321/10000000000000000000,12905103030944152110422622729889/100000000000000000000,9032031791049731025928447878649/50000000000000000000,12275258345541138160815482145919/50000000000000000000,55452017547043826318363242279243/100000000000000000000,32121344189677/50000000000000000000
61125966203460929381/50000000000000000000,3451052491945607221693677329189/12500000000000000000,280122655524230339147622814831/4000000000000000000,3467514324136838155362969648081/50000000000000000000,14944514606713519033017871725503/100000000000000000000,14351440418773574826075659817471/50000000000000000000,3954880865611/50000000000000000000
