Up to date
A,D,B0,B1,B2,Root,Y
10992694066003434883/12500000000000000000,4591475815351633507733518574621/20000000000000000000,169714147319366243519585429741/2000000000000000000,20070942202286117983450002587779/100000000000000000000,6950075060371495660764503095581/25000000000000000000,1498446615876639263631669459/5000000000000000000,-58836972582997/50000000000000000000
146196917341911748309/50000000000000000000,1016843377603846015406448223077/100000000000000000000,25351852774275534860282853090243/100000000000000000000,933702943437642199307476075651/12500000000000000000,11641266582723611489994256736999/100000000000000000000,318549415502470730429209/100000000000000000000,-353844262771299/50000000000000000000
79167082352074104683/100000000000000000000,9232240441407510945414974480473/25000000000000000000,328290057001495444144075590501/3125000000000000000,1537877950643405208729776620209/25000000000000000000,3986788508196579085798964571393/50000000000000000000,-2756669083239222347308941431021/100000000000000000000,-2009471117403/100000000000000000000
1950139713855150437/800000000000000000,566969238158325417930066294079/2500000000000000000,2804806563110446658131792814313/100000000000000000000,5765768912670994167228664600951/100000000000000000000,805620897916877023634481892951/5000000000000000000,1514214492944178377725776486349/100000000000000000000,-4688057882967/100000000000000000000
97094879399162297227/50000000000000000000,20578635619787025009940103471903/50000000000000000000,2151440043750823601177360772051/12500000000000000000,10121815017465839293360113239/4000000000000000000,8774674387299686376418919592611/100000000000000000000,9941742395981873548440843247897/20000000000000000000,-1833970314997/100000000000000000000
39051437642030796131/25000000000000000000,2333326143178365904648043491123/50000000000000000000,4530612510993872683795120338609/20000000000000000000,2037528521578326710339543698771/50000000000000000000,2304567185210223262891004786531/25000000000000000000,9912034574340094392930931/781250000000000000,-12335694921917/100000000000000000000
40919733109399271241/100000000000000000000,1575470731967296954366036337247/12500000000000000000,8205861372854280601060098922241/100000000000000000000,1609274499726415755698380698549/25000000000000000000,1560433579691989263855358832589/12500000000000000000,138586456771484535633660041843/100000000000000000000,-728484386641/25000000000000000000
2556626093828100287/6250000000000000000,2716332819641966028644689695711/10000000000000000000,3760395242473228997030105273753/50000000000000000000,13134401730441432800936931036597/100000000000000000000,3201084422360124521842887996527/25000000000000000000,546940962865509764692936570767/20000000000000000000,-334082744879/10000000000000000000
148803779699644664103/100000000000000000000,21175465089714265983414760348513/100000000000000000000,11918827977799114009030642897443/100000000000000000000,8563282160795409767656448421073/100000000000000000000,177639228587691694081740857359/3125000000000000000,277945945521490680256555114979/4000000000000000000,-453749494881/12500000000000000000
105848454776436590417/100000000000000000000,630859817140002155398711615951/12500000000000000000,14524788602705315355696354552429/100000000000000000000,4716576834285918571211648149939/20000000000000000000,612850711253086813659711168159/4000000000000000000,34185786459082644348602483/50000000000000000000,-59449791588591/100000000000000000000
109461967162674905707/50000000000000000000,595666195620952116113269693141/5000000000000000000,13810051393512883559319776488053/100000000000000000000,824935126265437284820934842613/5000000000000000000,22596408865820667215589449124421/100000000000000000000,618138622765137891094634563/50000000000000000000,-21270819833567/12500000000000000000
35584662823612849149/50000000000000000000,57312146179456122192105756317693/100000000000000000000,871534327573303106464108414479/12500000000000000000,3614283087343728419089439255139/100000000000000000000,134847019465734971996251697/640000000000000,-3688059684830861137942724530487/50000000000000000000,-4439975550801/50000000000000000000
72938009979941513601/20000000000000000000,20306674799803137788663503078757/100000000000000000000,1559268144287849690798895976031/100000000000000000000,1918574315268206915328556856627/10000000000000000000,1417724311168653212728858077623/20000000000000000000,75255920933910514962765526269/100000000000000000000,-17181640585783/50000000000000000000
60468875460157026769/20000000000000000000,2109134615370482900115960973231/25000000000000000000,10301166934589397520407958302279/50000000000000000000,1177171811484169119167859110313/100000000000000000000,2564608766639503274384528537061/50000000000000000000,1099920743609963688339792295471/50000000000000000000,-111045663323/20000000000000000000
10767813867428781951/4000000000000000000,3566478475365378114658790804137/50000000000000000000,5539003707109253742251968510091/50000000000000000000,316410902613686387918756951449/2000000000000000000,771181613989562839162224416961/25000000000000000000,2276641555889822392319143039/100000000000000000000,-48316301340941/100000000000000000000
315425927889780717487/100000000000000000000,12144024048229727439123885018193/20000000000000000000,144285541609109780263334119793/4000000000000000000,2180756082189963999783956942209/10000000000000000000,649368776316821715554433664299/3125000000000000000,-28767640846576558747120770603/4000000000000000000,-4858059350123/100000000000000000000
52494257279562921471/20000000000000000000,862988600871131169121991101571/2500000000000000000,4686311312780250765060927164821/20000000000000000000,5072078694651904588563416003631/20000000000000000000,5368772081157197413217093448279/100000000000000000000,4511394331498501589029143566419/100000000000000000000,-532605390817/4000000000000000000
19163301494895974161/50000000000000000000,301912064453954534159741129917/2000000000000000000,7004300484280895301359659800307/50000000000000000000,3386947379024666374904199146553/20000000000000000000,3018834019811864458629164397961/50000000000000000000,190808839043608518622819208773/100000000000000000000,-708115483339/12500000000000000000
696756776289250752059/100000000000000000000,35791456030317601125201095858923/100000000000000000000,2488258960132278943565159148739/20000000000000000000,17277977336296411116723994656661/100000000000000000000,11870974556052241513118619857039/50000000000000000000,141643266749386987781102771513/100000000000000000000,-13448482670589/25000000000000000000
380428653702822626197/100000000000000000000,4605087579274497028491420266721/12500000000000000000,3574678410854312106735623595109/50000000000000000000,6355343743698341404754247433431/25000000000000000000,1353977351916128569692929173967/20000000000000000000,2527184015007023464132414475121/50000000000000000000,-15694010690419/100000000000000000000
60434651106504578091/20000000000000000000,37256184945643350842819082487159/100000000000000000000,1096160246100764752482126719777/10000000000000000000,1896188919933468470129596032389/100000000000000000000,18491187204318811688582122685409/100000000000000000000,17812519197903959608590568303839/100000000000000000000,-3050952028303/50000000000000000000
10618980885321249429/5000000000000000000,1015967789134549683844434411333/50000000000000000000,279900355890023340156968920903/3125000000000000000,85005024580839519409895922497/12500000000000000000,2093989251248307494852006749077/20000000000000000000,42234349868080686514650699/25000000000000000000,-411107050131/25000000000000000000
11678929649019613789/50000000000000000000,647615184363228931574805200129/2500000000000000000,7385636953581045112590404901407/100000000000000000000,640455598599372344319368335347/100000000000000000000,489980841973196489789241633819/12500000000000000000,-3120295606564500870408367713317/12500000000000000000,-808824653/1562500000000000000
42739801337148933561/10000000000000000000,2926424230682508840159057470803/20000000000000000000,18512935208697621419556592307093/100000000000000000000,5512839715192050141590382191499/50000000000000000000,18833811993485918551870149788917/100000000000000000000,4612844284565567531662679243/100000000000000000000,-28419665769947/100000000000000000000
88069180844285869107/100000000000000000000,11900863327680366286043238553579/100000000000000000000,6211203676511431092786023745827/50000000000000000000,111688615390573032285234671467/3125000000000000000,781675675793806976225907418749/12500000000000000000,551623182627359478391757561729/25000000000000000000,-33049795859/100000000000000000000
114186006210796081591/100000000000000000000,23194555828499352230543614779801/100000000000000000000,65131911947509681434429588799/5000000000000000000,9904311671011691417461929676357/100000000000000000000,376983175716494068670790056473/20000000000000000000,-764439948019324066801814369501/50000000000000000000,-378958856137/25000000000000000000
107923542675312464857/50000000000000000000,9761089460701631435679764967273/100000000000000000000,3492049390713408084038871712723/50000000000000000000,1483660348494151153084636283511/20000000000000000000,15841614833870369926830683848201/100000000000000000000,1795642672936903743176149703/50000000000000000000,-30884125493201/100000000000000000000
20426485018001580499/12500000000000000000,3050311381398521874093891164059/10000000000000000000,1885926157934344493930921783299/12500000000000000000,15952262360129557759238779772447/100000000000000000000,10279066461016464711677814246853/100000000000000000000,4553690589881000404599919668467/100000000000000000000,-2493328492669/20000000000000000000
51938597527319053431/50000000000000000000,623915386165780591037895518059/100000000000000000000,11838640450008070569709383712583/100000000000000000000,5259869617187358006010442610387/50000000000000000000,2703220113487214924982493355173/100000000000000000000,55752572401576042224623/10000000000000000000,-147272501585731/100000000000000000000
131107779627970706513/100000000000000000000,30466659769235806319269681915497/100000000000000000000,185527057356764351130332240549/20000000000000000000,544506323207948012719662112113/50000000000000000000,135947463487513124010801020657/50000000000000000000,-42832698987146152375135601872567/100000000000000000000,-94797465213/100000000000000000000
25115042033195179311/10000000000000000000,8165276913996842329838548219581/20000000000000000000,13604713305313718680331792607257/100000000000000000000,14516810924318708041561902002063/100000000000000000000,1706492771314887640352545646183/50000000000000000000,23592657847590664547311441432687/100000000000000000000,-1675225441069/20000000000000000000
297420819458757285773/100000000000000000000,26503248780036727791121831681401/100000000000000000000,7501641668559455781358096476303/100000000000000000000,3286163595627350087684941968233/25000000000000000000,1680876592804960553921942648251/25000000000000000000,6689934732512433916148647917433/100000000000000000000,-7757654718747/100000000000000000000
114600946904980439737/50000000000000000000,3680151777037812566382199964673/100000000000000000000,12448879668872291288492053696171/100000000000000000000,3590378232610621647196750666089/20000000000000000000,5900357448453218326804329377797/50000000000000000000,9915097340283890371908149/50000000000000000000,-377854197496971/100000000000000000000
308649835887641293/195312500000000000,3090333438976660698502330547639/20000000000000000000,713847738423573831722553462497/12500000000000000000,7377156750998462412741319468011/50000000000000000000,3048778548056214346381213790637/20000000000000000000,589677523594404651385857371/4000000000000000000,-3038007269181/50000000000000000000
139109983555565066269/100000000000000000000,26478286031680485773589284550609/100000000000000000000,2568916979552428939091843266713/50000000000000000000,1117479270372418727203813640389/12500000000000000000,284796728286677805419596828343/50000000000000000000,-4569072944575547955812764602327/100000000000000000000,-798003780059/50000000000000000000
71731757071795447823/50000000000000000000,2212264300633598488796262087453/20000000000000000000,4007220121242793275097936910873/100000000000000000000,4956167013878647480993186704651/25000000000000000000,1429474243363806142496245569697/50000000000000000000,10585508521423166363026794293/50000000000000000000,-1949879602303/20000000000000000000
216787928906269007981/100000000000000000000,106599632255819992032337545869/25000000000000000000,7869807493415314341102771568417/100000000000000000000,1231015799761852946653774085873/6250000000000000000,1142496044381909212993464512059/4000000000000000000,388601838465485021827/50000000000000000000,-16613461520477429/50000000000000000000
363071464325053666997/100000000000000000000,933960433372520270265988790337/25000000000000000000,397918938461462717043385340639/2500000000000000000,1322656040320233060460954568317/6250000000000000000,1516368803380542213245906713413/100000000000000000000,24163930859806395041800837/20000000000000000000,-46810337798277/100000000000000000000
312901027496955009429/100000000000000000000,17211130441230432405076666642551/50000000000000000000,11996774895173268551407605414863/100000000000000000000,28701672734789015935991118432459/100000000000000000000,61431973137459023029108662941/100000000000000000000,5373270539892199922647138658091/25000000000000000000,-1486470373343/100000000000000000000
281483257400674970451/100000000000000000000,15790018719966755436397964817569/25000000000000000000,8833334834195059542343066212237/50000000000000000000,894116974958088672360212920153/25000000000000000000,4274577008758720478744595420949/50000000000000000000,-925187854082404348364919390299/20000000000000000000,-5280787828381/25000000000000000000
395210832776243363/250000000000000000,76867996040091087095544754439/100000000000000000000,655994198708867147229171194167/6250000000000000000,6516879715284665583431643787521/25000000000000000000,2370390107520925934777831990939/25000000000000000000,431902844848678039/12500000000000000000,-1142177154971603/4000000000000000000
21846598890527273827/5000000000000000000,29712188794209742908991393316837/50000000000000000000,2624931783024909421209413481753/100000000000000000000,119770685006579602500636874973/1562500000000000000,11546263426864590870494728612067/50000000000000000000,-764550958649050374724958726801/100000000000000000000,-7727930652673/100000000000000000000
336224363714481029/200000000000000000,1106754916556278645408186848319/4000000000000000000,2136564095911406352237038492299/20000000000000000000,288067182646686829982532452843/4000000000000000000,1292016513244888003457607975837/6250000000000000000,1430670065577253644573469511807/100000000000000000000,-1444294277857/100000000000000000000
208591425415756454297/100000000000000000000,18112213253683916258402805712273/50000000000000000000,1049948549865340371901392989887/12500000000000000000,1092169064668256476446176153333/6250000000000000000,672998238229513506926030544551/25000000000000000000,16843635126670152129429791977461/100000000000000000000,-1181511611357/25000000000000000000
178548492861355908259/50000000000000000000,9472734997231175655073118607477/50000000000000000000,6703801717203808869916363977751/100000000000000000000,22935516181413608473726562425493/100000000000000000000,3407074568439435009926506808513/25000000000000000000,8882990934320383355900784431/100000000000000000000,-64747797708827/100000000000000000000
18457221884113868273/4000000000000000000,705645218069205940688287040701/2500000000000000000,2414754167884901281843896883889/12500000000000000000,9165074017778415408392879533287/50000000000000000000,1555961515574438855422311535419/20000000000000000000,2433115462090732946778211730257/100000000000000000000,-1023783705077/6250000000000000000
144562920671279517667/50000000000000000000,24445220757617933641098723976223/50000000000000000000,6482957873041467965150145990161/50000000000000000000,879708385802309600277132534961/50000000000000000000,4327944536111503776040852575881/50000000000000000000,-2114985715443114206080034884813/50000000000000000000,-2873693215409/100000000000000000000
147395952031567199911/50000000000000000000,31141567737313242025636076329103/100000000000000000000,7213670354081509858810202850283/100000000000000000000,2679389761398568479565603510753/12500000000000000000,17585249172585387981561047528953/100000000000000000000,138084352054286692788251257373/100000000000000000000,-1200160355873/10000000000000000000
108675449106187211383/50000000000000000000,19948766509679112614925072691083/100000000000000000000,1822915838620691467211714367567/50000000000000000000,3496511892968927630308695805387/25000000000000000000,8481381156095483488121435446471/25000000000000000000,7440653094472462614145166109/100000000000000000000,-68878779356641/50000000000000000000
10800239370218131453/2500000000000000000,1509226763723826825830806873557/10000000000000000000,4307051278080221958981851773411/100000000000000000000,15790108462022719699719447188243/100000000000000000000,4274879205668415119306475893431/20000000000000000000,1099158572920992398819909411/50000000000000000000,-259356490733671/50000000000000000000
22457982774450287271/100000000000000000000,3029768695136767869264867155629/100000000000000000000,12730132918590543201757268727017/100000000000000000000,231585414769972337119221826697/3125000000000000000,1468633690080058862378030244451/25000000000000000000,219823294172007746521145857/20000000000000000000,-419861269681/50000000000000000000
52165622621935474373/10000000000000000000,24899993744484361023133746291/781250000000000000,11907898077698865430541127504283/100000000000000000000,24095671371692107650554507281/500000000000000000,6264722758938485591988814500401/50000000000000000000,31682835929024365758567331/100000000000000000000,-62781162163397/100000000000000000000
280456377066592625039/100000000000000000000,22213508653730617876628778715673/50000000000000000000,2404488407763861610571669486313/20000000000000000000,1141497507841122712262883848729/10000000000000000000,6099185121217036520861888031851/100000000000000000000,-1001490405000167702964462502133/100000000000000000000,-3376124250541/20000000000000000000
92852340750621317303/25000000000000000000,10443364121273142201465018733489/25000000000000000000,1216575453070873089910860852269/10000000000000000000,3066577078952578333248763221903/20000000000000000000,112444330298066737164170134923/390625000000000000,729797977075539349339352464597/100000000000000000000,-3167468886777/10000000000000000000
24390552738638691081/10000000000000000000,20015252190754039216037549211859/100000000000000000000,16379186117504080202534135225183/100000000000000000000,2850493280438919748598252109451/25000000000000000000,103150850648020805292877332621/1250000000000000000,1008494592982907290686226278481/100000000000000000000,-3892039437939/100000000000000000000
16771962485299828901/10000000000000000000,7065061660517280198492035816767/25000000000000000000,12473446728057136584323081058459/50000000000000000000,381527081528989720381089717313/50000000000000000000,12305115882910947307090383467/4000000000000000000,12452009406685861392973846584153/20000000000000000000,-27819058309/100000000000000000000
263602592617179288453/100000000000000000000,17930077865317173842555960415051/100000000000000000000,39856567744521299802400074007/5000000000000000000,3206945916354682262607880677461/100000000000000000000,313183861622711685247410580743/3125000000000000000,-348771914895481683267786768061/100000000000000000000,-1371949880477/25000000000000000000
2797493140563069741/5000000000000000000,1558264393875958545034092278059/12500000000000000000,431607137515815619751149082521/5000000000000000000,2381321944237626409543898912143/25000000000000000000,3584838684791526974525917449329/100000000000000000000,773252666747734691334022902983/100000000000000000000,-559847282559/50000000000000000000
14262353732351632353/20000000000000000000,25843214085078501640733690333999/50000000000000000000,7440234352040168987367781951683/100000000000000000000,15227781050339145440818913326341/100000000000000000000,4529516846082106991010426067313/25000000000000000000,-54187099282309416987158347941/2000000000000000000,-1256449056327/6250000000000000000
16870875922540878643/50000000000000000000,11206623079646293212823988346617/25000000000000000000,1284769484816074678304680916019/10000000000000000000,19749281046868290689856441456059/100000000000000000000,152536207920913732468028158489/100000000000000000000,42247126943703878280890930135143/50000000000000000000,-164688200237/50000000000000000000
307156846972699875033/100000000000000000000,3071329663721588955059955005723/50000000000000000000,7314077496547438838246735370113/50000000000000000000,305279571582587389040931546383/25000000000000000000,2343179488119192068034494712679/20000000000000000000,808070029782285357418287817/12500000000000000000,-5500601487017/100000000000000000000
189967387952249873/625000000000000000,871749849067074673889778181303/2500000000000000000,3236683482297683766008469624599/100000000000000000000,612296382435569217534889394393/3125000000000000000,8335395762164266756892888198627/50000000000000000000,2506491712642278427198760513331/100000000000000000000,-264293434987/4000000000000000000
15761809479799366773/100000000000000000000,1095306221795064065384344988579/5000000000000000000,6704051922670048366154667289939/100000000000000000000,548897370109152612992884662787/25000000000000000000,1674612571742503582792794169761/20000000000000000000,2797030854730316353187908416709/20000000000000000000,-31441498823/10000000000000000000
98292063499210367187/100000000000000000000,24700103327337257917209363505417/100000000000000000000,27991852940509431503164859654731/100000000000000000000,355139892022626215451264635663/6250000000000000000,2183171885919412351020531607633/25000000000000000000,10364491597732897453804237570581/100000000000000000000,-4991941825061/100000000000000000000
288551925329623275011/50000000000000000000,2059116578690298102989517988957/5000000000000000000,176775774570437710347739830099/2000000000000000000,22649664510160437134065346306693/100000000000000000000,1705435995217243564517911747989/12500000000000000000,2530978564825749729616758022269/50000000000000000000,-26813376972401/50000000000000000000
31771887648395129931/50000000000000000000,419237696592361784389180515891/3125000000000000000,558368234094128471022226211183/6250000000000000000,14266156229484208282243911279909/100000000000000000000,15393199277813965790001020428419/100000000000000000000,3736403884575419878134764731/20000000000000000000,-7146817261147/25000000000000000000
68012582878514465327/100000000000000000000,10995909014533630551274550731133/50000000000000000000,20101904930598599293760707959577/100000000000000000000,9057817865538509735809858732367/100000000000000000000,140303180411234224028698893373/3125000000000000000,1719245377982874601297689738909/20000000000000000000,-616365964801/25000000000000000000
327469589473395078321/50000000000000000000,12170005014005487453507525362091/100000000000000000000,2187866202178737103213756703753/100000000000000000000,7931545540134818198647380096473/100000000000000000000,2688692125281438132740171992001/100000000000000000000,1614397565165541949537169501173/100000000000000000000,-933101689759/50000000000000000000
264105669304546110851/100000000000000000000,2280060959118715229461507083489/12500000000000000000,10699351099064061164302895748051/100000000000000000000,3410402506551032983055150236381/50000000000000000000,15741354756686921166861336425467/50000000000000000000,13169001591394017083642714971/100000000000000000000,-4202666199787/2500000000000000000
126041377234967590067/100000000000000000000,5783090983740271878411369083581/25000000000000000000,14434202492606261790616755355323/100000000000000000000,17399299249644424850481897679/156250000000000000,362853692442496664420334927843/2500000000000000000,64859825005178487320652968241/12500000000000000000,-421679985519/25000000000000000000
35977902421093123901/6250000000000000000,12461770796932238072835114904957/50000000000000000000,642701415595353946336382990369/100000000000000000000,2089444452404728459389901728761/25000000000000000000,3058743682910556950572035837309/50000000000000000000,-5372991487843491679125170137/3125000000000000000,-3604320710853/25000000000000000000
200370887357830160727/50000000000000000000,36562974598638365530601162910049/100000000000000000000,4059859046684622677116745032317/25000000000000000000,5875088584792257188210685566413/50000000000000000000,850327715743011721675414783717/100000000000000000000,6495286256040663560804754441617/25000000000000000000,-486835711979/10000000000000000000
7440972540811240623/100000000000000000000,17536860228264782483483893205847/100000000000000000000,4216388677230479526305071385919/100000000000000000000,2019989940791574774362138059953/25000000000000000000,33060375457502123897007815236777/100000000000000000000,50159038879915232776374667121/25000000000000000000,-2187147950091/50000000000000000000
15002074812046795321/50000000000000000000,7288016818648185005643443247/195312500000000000,6443059739976995341815845303459/100000000000000000000,13631747611557249129601159884723/100000000000000000000,1642399898553580290004661409877/50000000000000000000,290092320128242569040950627/20000000000000000000,-1120961861569/12500000000000000000
21844338302789515769/100000000000000000000,33817728403393739644265886826083/100000000000000000000,592569912186584104660901893453/50000000000000000000,11107280133061953876175089088179/100000000000000000000,4252582915297119222742655775327/100000000000000000000,-2069715866965552669087912062223/25000000000000000000,-207993965081/12500000000000000000
2166449173793361977/12500000000000000000,2655614555191409076338569179491/6250000000000000000,5105356503120980982654679106889/100000000000000000000,92180105897247308599000136709/2500000000000000000,3214909118370400285426133420891/100000000000000000000,-35242629674164266802947237025747/100000000000000000000,-13996970677/3125000000000000000
191141032372742242183/100000000000000000000,29128425634928161543350192478537/100000000000000000000,593314728633763765340331989007/2500000000000000000,31882117832982062713393389175807/100000000000000000000,18605363162119452238253536253609/100000000000000000000,4956979405744068157116948443/12500000000000000000,-148448057716707/100000000000000000000
66845533705243207007/100000000000000000000,23911878011796742477088929290193/100000000000000000000,4186155608872703757507956917287/50000000000000000000,6985944760743203718413309647741/50000000000000000000,38367537465626645934112339957/400000000000000000,1801715520758978376457704243361/100000000000000000000,-121877587523/100000000000000000000
149504712604778776949/50000000000000000000,2201210681740278236214815737837/20000000000000000000,36664309694702184262837678866633/100000000000000000000,12987337875658656055405124413599/100000000000000000000,16584810206739598789502441688009/100000000000000000000,1670885773701318220893041577/100000000000000000000,-36560281135429/25000000000000000000
33018944986520060113/100000000000000000000,15493722345693411564606010296443/50000000000000000000,15276809653510366089311423773731/100000000000000000000,18994099604747538199187216549073/100000000000000000000,8350292463951157188508542040629/100000000000000000000,499867009959326342495126138901/10000000000000000000,-973753559077/50000000000000000000
154550317787443100883/50000000000000000000,3146570438890745601908264839041/25000000000000000000,5325209607240352972231526766023/50000000000000000000,19464638504763043187226665214427/100000000000000000000,212236833199727467343862691167/2000000000000000000,3055811826272815796231583577/100000000000000000000,-28635150271673/20000000000000000000
143082318894201123553/50000000000000000000,6998658048510688013242572337611/100000000000000000000,195720144036446202924571321651/100000000000000000000,249321982356014405551062632249/6250000000000000000,4597132097350174118086695938697/20000000000000000000,312505619324843109891477371/50000000000000000000,-158406675704027/100000000000000000000
128586968282721461807/100000000000000000000,2392543889191161894074624366963/25000000000000000000,303347312094440484545685646769/100000000000000000000,953507293593583765473442143487/5000000000000000000,1329330828993539943870729212129/20000000000000000000,859569630443314682331772197/20000000000000000000,-21617046043/625000000000000000
15148237649715454349/100000000000000000000,16123316706512995970112011893943/50000000000000000000,978416673865675888478194157099/25000000000000000000,4647608997679033859749894659491/50000000000000000000,1668660628818283790247842624227/50000000000000000000,-12844316390931398182111972791837/100000000000000000000,-276378606849/100000000000000000000
98692285239398054333/50000000000000000000,25630098506800711042707738675223/100000000000000000000,3757559163877979622843969714341/50000000000000000000,12431125058573998202428938094803/100000000000000000000,1113509399615629263098448457917/25000000000000000000,8874338773540959474250377610693/100000000000000000000,-8503221442521/100000000000000000000
3591495679077382069/2000000000000000000,451244188716015759989240617371/1250000000000000000,4014669118268819595956915766027/25000000000000000000,27857447215908558795482931533/100000000000000000000,3384080063104998525748766937903/25000000000000000000,17638132620824122405347994980287/25000000000000000000,-187731524473/100000000000000000000
62958871763456126041/25000000000000000000,31435380119599140029560062443421/100000000000000000000,15523835556128501250560649578097/100000000000000000000,1698793770696211932536462398897/10000000000000000000,661927303906742921483132428959/20000000000000000000,11498258807040786539233682112383/100000000000000000000,-260883663547/4000000000000000000
344470141324254272997/50000000000000000000,8191129038906274921210389153687/100000000000000000000,299463933278954273309149150927/10000000000000000000,3647797559920536538414477915571/50000000000000000000,14346825247263133840304588338991/100000000000000000000,317260222207293507333558231/50000000000000000000,-299817260959037/100000000000000000000
49787954494304021543/25000000000000000000,17663957208976595830302903418467/50000000000000000000,8259333178466733441181851069723/100000000000000000000,19088641879812594627139724191129/100000000000000000000,14864569648820639809581237753673/100000000000000000000,2336219842281303659578921415357/100000000000000000000,-2843586915207/25000000000000000000
15696473687903589281/6250000000000000000,4543114192622894939609542514379/50000000000000000000,114192831374988571027495736131/50000000000000000000,2458871090298819957305395269357/25000000000000000000,5704152587877391262295733343153/50000000000000000000,2698769484834419663594085489/100000000000000000000,-44495244632943/50000000000000000000
112181928285447635383/50000000000000000000,19418469824061952935454472984477/100000000000000000000,10438256198945637694029005717003/50000000000000000000,8207565802530207125547234275741/50000000000000000000,7483037551038104277719006975891/25000000000000000000,1622846722380438342222328553/25000000000000000000,-40826919032211/10000000000000000000
158036599256677455173/100000000000000000000,9987983807055771529959807212337/50000000000000000000,2053246959341814288279888495897/20000000000000000000,2438130444817845039594738204071/100000000000000000000,12090201146946015140480890593131/100000000000000000000,5789371202140559104747901348799/100000000000000000000,-2082995813721/100000000000000000000
22057311068794402101/20000000000000000000,11077424463496137505539407380583/20000000000000000000,4796266612565629269996048487589/25000000000000000000,17480292074939667311091852377/800000000000000000,2026874380974329227821934813117/25000000000000000000,-1496166699626432080287251129009/12500000000000000000,-5323777411743/100000000000000000000
189407631835477806167/100000000000000000000,2947316573575182855681833179491/20000000000000000000,12048250142612769570109167309/800000000000000000,389245737888049592827030261887/10000000000000000000,151619915023289046924231331231/25000000000000000000,-1287566578497220226078706969539/100000000000000000000,-294877246463/50000000000000000000
181628627350530207213/50000000000000000000,49883552160623711547950357029873/100000000000000000000,368894275406130429376786180303/10000000000000000000,10911332932146931201994834555107/100000000000000000000,7939369922118522228031665021873/50000000000000000000,-582527535672643104057037390673/100000000000000000000,-19984626413093/50000000000000000000
705665011603994056217/100000000000000000000,1145451203436128558506177809843/20000000000000000000,1287995379615517248457477043819/10000000000000000000,3802881297052987152356197351143/25000000000000000000,3026568558651181419918903746079/50000000000000000000,145909983283833831888367623/100000000000000000000,-66046109556223/20000000000000000000
59191714988970692557/25000000000000000000,20457534236176568941765822183629/50000000000000000000,10812084126211566588509949791541/100000000000000000000,1403518542216846864319252713683/100000000000000000000,12018493230172311495643592855861/100000000000000000000,-3202519928301928100061676243623/100000000000000000000,-2532569859433/100000000000000000000
73147585882159795327/50000000000000000000,707611321362921061894617519983/2000000000000000000,1987028698509949187603744834601/50000000000000000000,22492706370604147430509130465467/100000000000000000000,9786997498671797906584321731233/50000000000000000000,20859887755484705030070692217/5000000000000000000,-12247524567903/50000000000000000000
115874201010869035641/50000000000000000000,7678984787740162155310298327723/50000000000000000000,2806095395365948417376115838723/50000000000000000000,5130985806885104758483530324413/20000000000000000000,11288122933784762609672845387873/50000000000000000000,1716616403535478396842581513/100000000000000000000,-35735983247169/25000000000000000000
3006053723527757801/1562500000000000000,26163700852800693025729777259/1562500000000000000,407183263242622797492742842001/25000000000000000000,424994832833509322478334837457/10000000000000000000,653308944594585202364158451301/100000000000000000000,123795457702724117363318579/20000000000000000000,-61154212887/12500000000000000000
582415045284249815687/100000000000000000000,7731025173651270412259915671419/50000000000000000000,3396951687866877453317242517533/50000000000000000000,337269745346117595728176330633/25000000000000000000,1214343137550834711547441748023/100000000000000000000,6706470869759768784969064719741/50000000000000000000,-1046291781939/50000000000000000000
65556056044712717987/100000000000000000000,4226682521065741955662062714289/100000000000000000000,13701635203699158172186788848403/100000000000000000000,205020415279902344345165963933/20000000000000000000,15247529949687808521331048900307/100000000000000000000,3476983012249438455243183581/100000000000000000000,-3899308052917/100000000000000000000
503097092858258577151/100000000000000000000,39520302576497445559795887559/160000000000000000,8183390664545844670722826681303/100000000000000000000,472831374363120580814611802733/20000000000000000000,20888451768880819633993482508113/100000000000000000000,2199924406211484302683142629191/100000000000000000000,-1221006479959/20000000000000000000
194256196526992893307/100000000000000000000,10832740274206547107394710783051/100000000000000000000,2691996825380355441397595452491/25000000000000000000,6606147871143510587941607502243/100000000000000000000,16208703636408580367908231467371/100000000000000000000,7446180031731479291926832661/100000000000000000000,-60608538862023/100000000000000000000
251014964584889395839/50000000000000000000,12350496068753336029004471538649/100000000000000000000,1361463228853179893649271689599/50000000000000000000,382635986180396858549212473951/100000000000000000000,207927490389677575908995147007/12500000000000000000,-224715595764300600713540994403/25000000000000000000,-18128369739/10000000000000000000
129762667757609943233/100000000000000000000,555572283888950747129003473221/2000000000000000000,21239917032402247398375180151351/100000000000000000000,2387387235000548509233839939/20000000000000000,77290991974554149687295280939/2500000000000000000,6622466552774174372144821374631/50000000000000000000,-3027956611187/100000000000000000000
572807495987974160311/100000000000000000000,20072026676261951601643225624063/100000000000000000000,5850233844573554590075498662453/20000000000000000000,9892430022723216476652010353923/100000000000000000000,567346828200450994648597815079/4000000000000000000,32981944330449331872414769897/50000000000000000000,-8658669428717/100000000000000000000
368580980854636263849/100000000000000000000,180682220109772522154237988099/100000000000000000000,57624557270309526111159401199/12500000000000000000,9105311580186010968729559110413/100000000000000000000,7004803023476317946652592908557/100000000000000000000,195177922419087508413/50000000000000000000,-2234444124401347/100000000000000000000
